channelId,name,name.en,affiliation,group,subscriptionCount,videoCount
UC8CKGSvp9bRfmtWyfV5L9Jw,Nini Yuuna Ch. ににゆーな,Nini Yuuna,Tsunderia,Generation 1,9650,38
UCbTkauz77OIO9KE5YcAKPlg,Kallin Ch. 夜咲カリン,Yazaki Kallin,Tsunderia,Generation 1,7060,74
UCIJ6TGsTcBlYGUj-zbL60EQ,Meruru Ch. 末路める,Matsuro Meru,Tsunderia,Generation 1,6070,59
UCyKsg-57XC9pyHbP7v3kCPQ,Miori Celesta Ch. ミオリ・セレスタ,Miori Celesta,Tsunderia,Generation 1,12700,65
UC1CfXB_kRs3C-zaeTG3oGyg,Akaihaato Ch. 赤井はあと,Akai Haato,Hololive,1st Generation,1130000,566
UCD8HOxPs4Xvsm8H0ZxXGiBw,Mel Channel 夜空メルチャンネル,Yozora Mel,Hololive,1st Generation,529000,142
UCdn5BQ06XqgXoAxIhbqw5Rg,フブキCh。白上フブキ,Shirakami Fubuki,Hololive,1st Generation,1430000,1011
UCFTLzh12_nrtzqBPsTCqenA,アキロゼCh。Vtuber/ホロライブ所属,Aki Rosenthal,Hololive,1st Generation,517000,405
UCQ0UDLQCjY0rmuxCDE38FGg,Matsuri Channel 夏色まつり,Natsuiro Matsuri,Hololive,1st Generation,994000,485
UCHj_mh57PVMXhAUDphUQDFA,Akai Haato Sub 赤井はあと,Akai Haato (Sub),Hololive,1st Generation,150000,0
UCLbtM3JZfRTg8v2KGag-RMw,AkiRose Ch.アキ・ローゼンタールSub,Aki Rosenthal (Sub),Hololive,1st Generation,146000,0
UC1opHUrw8rvnsadT-iGp7Cg,Aqua Ch. 湊あくあ,Minato Aqua,Hololive,2nd Generation,1260000,327
UC1suqwovbL1kzsoaZgFZLKg,Choco Ch. 癒月ちょこ,Yuzuki Choco,Hololive,2nd Generation,629000,246
UC7fk0CB07ly8oSl0aqKkqFg,Nakiri Ayame Ch. 百鬼あやめ,Nakiri Ayame,Hololive,2nd Generation,925000,173
UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,Oozora Subaru,Hololive,2nd Generation,938000,343
UCXTpFs_3PqI41qX2d9tL2Rw,Shion Ch. 紫咲シオン,Murasaki Shion,Hololive,2nd Generation,762000,353
UCp3tgHXw_HI0QMk1K8qh3gQ,Choco subCh. 癒月ちょこ,Choco Sub Channel,Hololive,2nd Generation,250000,55
UChAnqc_AY5_I3Px5dig3X1Q,Korone Ch. 戌神ころね,Inugami Korone,Hololive,GAMERS,1530000,353
UCp-5t9SrOQwXMU7iIjQfARg,Mio Channel 大神ミオ,Ookami Mio,Hololive,GAMERS,721000,271
UCvaTdHTWBGv3MKj3KVqJVCw,Okayu Ch. 猫又おかゆ,Nekomata Okayu,Hololive,GAMERS,1060000,330
UC1DCedRgGHBdm81E1llLhOQ,Pekora Ch. 兎田ぺこら,Usada Pekora,Hololive,3rd Generation,1490000,498
UCCzUftO8KOVkV4wQG1vkUvg,Marine Ch. 宝鐘マリン,Houshou Marine,Hololive,3rd Generation,1330000,544
UCdyqAaZDKHXg4Ahi7VENThQ,Noel Ch. 白銀ノエル,Shirogane Noel,Hololive,3rd Generation,1100000,411
UCl_gCybOJRIgOXw6Qb4qJzQ,Rushia Ch. 潤羽るしあ,Uruha Rushia,Hololive,3rd Generation,1190000,306
UCvInZx9h3jC2JzsIzoOebWg,Flare Ch. 不知火フレア,Shiranui Flare,Hololive,3rd Generation,641000,543
UC1uv2Oq6kNxgATlCiez59hw,Towa Ch. 常闇トワ,Tokoyami Towa,Hololive,4th Generation,659000,391
UCa9Y57gfeY0Zro_noHRVrnw,Luna Ch. 姫森ルーナ,Himemori Luna,Hololive,4th Generation,582000,322
UCqm3BQLlJfvkTsX_hvm0UmA,Watame Ch. 角巻わため,Tsunomaki Watame,Hololive,4th Generation,909000,502
UCS9uQI-jC3DE0L4IpXyvr6w,Coco Ch. 桐生ココ,Kiryu Coco,Hololive,4th Generation,1150000,744
UCZlDXzGoo7d44bwdNObFacg,Kanata Ch. 天音かなた,Amane Kanata,Hololive,4th Generation,850000,527
UCAWSyEs_Io8MtpY3m-zqILA,Nene Ch.桃鈴ねね,Momosuzu Nene,Hololive,5th Generation,632000,273
UCFKOVgVbGmX65RxO3EtH3iw,Lamy Ch. 雪花ラミィ,Yukihana Lamy,Hololive,5th Generation,687000,322
UCK9V2B22uJYu3N7eR_BT9QA,Polka Ch. 尾丸ポルカ,Omaru Polka,Hololive,5th Generation,701000,352
UCUKD-uaobj9jiqB-VXt71mA,Botan Ch.獅白ぼたん,Shishiro Botan,Hololive,5th Generation,814000,308
UCHsx4Hqa-1ORjQTh9TYDhww,Takanashi Kiara Ch. hololive-EN,Takanashi Kiara,Hololive,English 1st Gen,1000000,245
UCL_qhgtOy0dy1Agp8vkySQg,Mori Calliope Ch. hololive-EN,Mori Calliope,Hololive,English 1st Gen,1420000,219
UCMwGHR0BTZuLsmjY_NT5Pwg,Ninomae Ina'nis Ch. hololive-EN,Ninomae Ina’nis,Hololive,English 1st Gen,1010000,196
UCoSrY_IQQVpmIRZ9Xf-y93g,Gawr Gura Ch. hololive-EN,Gawr Gura,Hololive,English 1st Gen,2770000,166
UCyl1z3jo3XHR1riLFKG5UAg,Watson Amelia Ch. hololive-EN,Watson Amelia,Hololive,English 1st Gen,1220000,280
UCAoy6rzhSf4ydcYjJw3WoVg,Airani Iofifteen Channel hololive-ID,Airani Iofifteen,Hololive,Indonesia 1st Gen,381000,229
UCOyYb1c43VlX9rc_lT6NKQw,Ayunda Risu Ch. hololive-ID,Ayunda Risu,Hololive,Indonesia 1st Gen,459000,319
UCP0BspO_AMEe3aQqqpo89Dg,Moona Hoshinova hololive-ID,Moona Hoshinova,Hololive,Indonesia 1st Gen,691000,227
UC727SQYUvx5pDDGQpTICNWg,Anya Melfissa Ch. hololive-ID,Anya Melfissa,Hololive,Indonesia 2nd Gen,316000,129
UChgTyjG-pdNvxxhdsXfHQ5Q,Pavolia Reine Ch. hololive-ID,Pavolia Reine,Hololive,Indonesia 2nd Gen,390000,190
UCYz_5n-uDuChHtLo7My1HnQ,Kureiji Ollie Ch. hololive-ID,Kureiji Ollie,Hololive,Indonesia 2nd Gen,621000,162
UC6t3-_N8A6ME1JShZHHqOMw,Miyabi Ch. 花咲みやび,Hanasaki Miyabi,Hololive,Holostars 1st Gen,78600,377
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,161000,330
UCKeAhJvy8zgXWbh9duVjIaQ,Aruran Ch. アルランディス,Arurandeisu,Hololive,Holostars 1st Gen,105000,655
UCZgOv3YDEs-ZnZWDYVwJdmA,Izuru Ch. 奏手イヅル,Kanade Izuru,Hololive,Holostars 1st Gen,119000,274
UCANDOlYTJT7N5jlRC3zfzVA,Roberu Ch. 夕刻ロベル,Yukoku Roberu,Hololive,Holostars 2nd Generation,177000,748
UCGNI4MENvnsymYjKiZwv9eg,Temma Ch. 岸堂天真,Kishido Temma,Hololive,Holostars 2nd Generation,74300,455
UCNVEsYbiZjH5QLmGeSgTSzg,astel ch.アステル,Astel Leda,Hololive,Holostars 2nd Generation,121000,379
UChSvpZYRPh0FvG4SJGSga3g,Shien Ch.影山シエン,Kageyama Shien,Hololive,Holostars 3rd Gen,126000,269
UCwL7dgTxKo8Y4RFIKWaf8gA,Oga Ch.荒咬オウガ,Aragami Oga,Hololive,Holostars 3rd Gen,109000,276
UC0lik9pHju6ONgkBh7N5wHw,Vihaan【NIJISANJI IN】,Vihaan,Nijisanji,INACTIVE,9280,129
UC1519-d1jzGiL1MPTxEdtSA,八重沢なとり / Yaezawa Natori,Yaezawa Natori,.LIVE,INACTIVE,106000,580
UC5nfcGkOAm3JwfPvJvzplHg,北上双葉,Kitakami Futaba,.LIVE,INACTIVE,110000,239
UC6oW4FXETgEGOFTxWmI2h5Q,Noor【NIJISANJI IN】,Noor,Nijisanji,INACTIVE,60500,128
UC_aB_-PHLFHiP61djM0oOiQ,Aadya【NIJISANJI IN】,Aadya,Nijisanji,INACTIVE,15000,177
UCaFhsCKSSS821N-EcWmPkUQ,磁富モノエ-Jitomi Monoe-:活動終了,Jitomi Monoe,VOMS,INACTIVE,102000,0
UCEzsociuFqVwgZuMaZqaCsg,Kira Ch. 鏡見キラ,Kagami Kira,Hololive,INACTIVE,63800,95
UC_FqH-6GpFosu_P0ApjqW5A,Kirihime Ria Ch. 切姫りあ,Kirihime Ria,Tsunderia,INACTIVE,7330,0
UCgNVXGlZIFK96XdEY20sVjg,Civia Ch.,Civia,Hololive,INACTIVE,59500,0
UCgZuwn-O7Szh9cAgHqJ6vjw,Aloe Ch.魔乃アロエ,Mano Aloe,Hololive,INACTIVE,217000,0
UCHKJMmZJjLpkjZDPp_miSzg,セフィラ・スゥ,Sephira Su,Independents,INACTIVE,55900,0
UCiGcHHHT3kBB1IGOrv7f3qQ,金剛いろは,Kongou Iroha,.LIVE,INACTIVE,103000,137
UCLpYMk5h1bq8_GAFVBgXhPQ,《IzumoKasumi》Project channel【にじさんじ】,Izumo Kasumi,Nijisanji,INACTIVE,113000,104
UCmM5LprTu6-mSlIiRNkiXYg,木曽あずき,Kiso Azuki,.LIVE,INACTIVE,62500,38
UCsehvfwaWF6nWuFnXI0AqZQ,Kaoru Ch.月下カオル,Tsukishita Kaoru,Hololive,INACTIVE,39500,0
UCufQu4q65z63IgE4cfKs1BQ,語部紡,Kataribe Tsumugu,Nijisanji,INACTIVE,64900,3
UCwBMSUVMvck6EaBD0f1tHsQ,Why am I me ?,Tsudurime Higasa,Chukorara,INACTIVE,6090,0
UCwQ9Uv-m8xkE5PzRc7Bqx3Q,御伽原 江良 / Otogibara Era【にじさんじ】,Otogibara Era,Nijisanji,INACTIVE,524000,0
UCzMAP-oh5-pC8j6RlCPf26w,위피 / Wiffy 【NIJISANJI KR】,Wiffy,Nijisanji,INACTIVE,8470,14
UC01gb86Qdlkh23Nqk3A1OLQ,ゆるりめぐ-Yururi Megu-,Yururi Megu,Independents,,17400,504
UC04QM30wwa0qMs101Mwz29w,天曰ひよ-HiyoAmai-,天曰ひよ-HiyoAmai-,Independents,,48900,767
UC0e6zo8oX6ISSBjPaSZsjeA,懲役太郎チャンネル,Choueki Tarou,Independents,,302000,574
UC0Qt-ycVvKBcP5J_Xz44zTg,江戸レナEdo Lena,Edo Lena,Independents,,20900,145
UC0QzO6nK1cEDZvJSt2769Zw,デラとハドウ,Deratohadou,Independents,,10900,207
UC0RVF3KPjfS7WnH2xbpqghA,Mel Ch. オグリメル,Oguri Mel,Hoshimeguri Gakuen,,63100,206
UC1qGKZnAnIc1wgRDOT2IOtg,Lamuril Official / project Little Lindo,Lamuril Ragna X',X enc'ount,,4070,20
UC1ucgoC_sGww_Euu5iMqpQw,Ririsya Music,Ririsya Music,Independents,,55000,89
UC1yoRdFoFJaCY-AGfD9W0wQ,Projekt Melody,Projekt Melody,VShojo,,503000,99
UC22BVlBsZc6ta3Dqz75NU6Q,ぽちまる:POCHI-GOYA channel,Iida Pochi,Independents,,175000,275
UC3czs41x7HD5-nk_cZ-Eo3g,Mana Renewal,Mana Renewal,Independents,,96300,89
UC3e37Zv08ZpnGyjzZpqzuLA,Yogarun Ch. 鳴尺よがる,Nakishaku Yogaru,Unreal Night Girls,,52700,295
UC3iwL9Yz8LcKkJsnLPevOTQ,のらきゃっとチャンネル,Nora Cat,Independents,,84400,349
UC3-jXrZXv-PQshpaTQpicPQ,のんちゃんねる【桜月花音】,Sakurazuki Kanon,Independents,,37900,422
UC3M6qo4pfbnqDJGEREpf-RA,アリス・ホワイトalice white,Alice White,Independents,,1760,0
UC3Ruo_5doyu514PesWGvCAg,Aoi ch.,Fuji Aoi,Independents,,310000,638
UC3vzVK_N_SUVKqbX69L_X4g,緋笠トモシカ - Tomoshika Hikasa -,Hikasa Tomoshika,VOMS,,146000,213
UC3ymRo2Xj8h1tyRGjQsyFaw,Kokona CH.戌千代ここな,Inuchiyo Kokona,Hoshimeguri Gakuen,,5660,36
UC46Wizhr_xgL9Rm9onVkPQQ,チロルちゃんねる/犬望チロル,Inumochi Chiroru,ReACT,,7130,128
UC4lCGN8XFyThIK_E2dlwIow,【Mika Channel】晴海みか,Harumi Mika,ViViD,,212,403
UC4OeUf_KfYRrwksschtRYow,花鋏キョウ/キョウちゃんねる,Hanabasami Kyo,ReACT,,282000,102
UC4SUl-nTftCcl3t7NKPd0_Q,shirose aoiCh.白瀬 あおい / プロプロ,Shirose Aoi,ProPro,,13400,25
UC4YaOt1yT-ZeyB0OmxHgolA,A.I.Channel,Kizuna AI,Kizuna Ai Inc.,,2950000,1028
UC55-Y4cBl6alNaaOVVEYgSA,Kani Kanizawa Ch.,Kani Kanizawa,Atelier Live,,26800,47
UC5Ejf_RIWMVDAjA4B-GV5Zg,Europa Yuu,Europa,Atelier Live,,2210,31
UC5LyYg6cCA4yHEYvtUsir3g,一ノ瀬うるは,Uruha Ichinose,VSpo,,221000,691
UC5Oe-wG53cRHkpV3aHXfLUQ,YUIKA'S ROOM,Kazami Yuika,Independents,,121000,59
UC5u-VD8k8i8xneMtnWet_9Q,テトラchannel,Tetra,Independents,,14100,39
UC5Xse6X7vB_nUL5HvEFVo_g,COCOA CHANNEL,Domyoji Cocoa,Riot Music,,157000,72
UC6HjtF2rHZO8gAsX5FXF-Kg,姫熊 りぼん-Himekuma Ribon-,Himekuma Ribon,ReACT,,66300,1025
UC7A7bGRVdIwo93nqnA3x-OQ,苺咲べりぃ / Maisaki Berry,Maisaki Berry,Independents,,29300,185
UC7CtvN04ublW4LGTPksG6mg,Figaro,Figaro,Independents,,15300,239
UC7Gow-kNHq21oejSIDg9PAg,幸祜 - koko -,koko,KAMITSUBAKI,,91300,32
UC7-N7MvN5muVIHqyQx9LFbA,メイカちゃんねる,Utai Meika,Independents,,217000,1242
UC7wZb5INldbGweowOhBIs8Q,石狩あかり/あおぎり高校,Ishikari Akari,Aogiri Highschool,,42300,90
UC7XCjKxBEct0uAukpQXNFPw,HACHI,HACHI,Independents,,33000,75
UC7yqc24BjJwi3PoqhXrx6og,たみーCh / 民安ともえ,Mia Tami,Independents,,90200,575
UC7YXqPO3eUnxbJ6rN0z2z1Q,DELUTAYA Δ.,DELUTAYA Δ.,Independents,,130000,3
UC84RYorF7UcJzt_iAYXBisA,ウタゴエ放送部プロジェクト,Utagoe Housoubu,Independents,,65600,195
UC8jskpQfW9fn2NLK3PdaGdg,夢川かなう/Kanau ch,Yumekawa Kanau,ReACT,,19400,270
UC8ULiqkVMr06RZzSi2C14ew,バーチャルメイド喫茶『ますかれーど』,Masquerade Official,Masquerade,,25000,25
UC90vyzmRgWCE17-uWNsKW2Q,【Re:AcT /リアクト】公式チャンネル,Re:Act Official,ReACT,,15600,170
UC9127w5CLmWugWcpdGGuKOA,ネロクロスファイアOfficial,Lemuel Ragna X',X enc'ount,,2720,179
UC_9nmotxi7FAfiJpo1RKy8A,マールいわっか maaru,Maru Iwaka,Independents,,24000,304
UCa5g-Q_NT2COXiSS55bwXVQ,Kazami Mikan - 風海みかんちゃんねる - official,Kazami Mikan,ReACT,,5120,172
UCa9wTL0z_iNN13n4G5VmbJg,ゆんちゃむちゃんねる,Yun Chamu,Marbl_s,,1550,90
UCAE1yQeCWiv1eSxAmzpzD4Q,ななめちゃん /gokigen naname,Gokigen Naname,Independents,,69400,49
UCah4_WVjmr8XA7i5aigwV-Q,ヰ世界情緒 -Isekaijoucho-,Isekaijoucho,KAMITSUBAKI,,113000,41
UCAHXqn4nAd2j3LRu1Qyi_JA,エトラ / étraチャンネル,Étra,Eilene Family,,20900,33
UCajhBT4nMrg3DLS-bLL2RCg,天野ピカミィ. Pikamee,Amano Pikamee,VOMS,,433000,451
UCAOhUv73jM5iCpOhuJOQzxA,KAMITSUBAKI STUDIO,KAMITSUBAKI STUDIO,Independents,,47200,18
UCAr7rLi_Wn09G-XfTA07d4g,天神 子兎音 Tenjin Kotone,Tenjin Kotone,Independents,,313000,342
UCAvgFoTWEisO5Pp7eYVDgEw,クロノロク,Chrono Lock,ViViD,,6330,32
UCaWuiIyX89dLP5H4pA7QAvQ,X’Flare project,X'Flare,X enc'ount,,8290,43
UCB1s_IdO-r0nUkY2mXeti-A,獅子神レオナ/レオナちゃんねる,Shishigami Leona,ReACT,,242000,453
UCBC7vYFNQoGPupe5NxPG4Bw,QuonTama Ch. 久遠たま,QuonTama,Independents,,74200,250
UCBe_jjkUHhVNAj46bukAbJA,Koto Miyuri Ch. / コトミユリ / 琴みゆり,Koto Miyuri,ReACT,,27200,154
UCBePKUYNhoMcjBi-BRmjarQ,Natsumi Moe - Virtual YouTuber,Natsumi Moe,Eilene Family,,437000,227
UCbfv8uuUXt3RSJGEwxny5Rw,カグラナナchannel／ななかぐら,Kagura Nana,Independents,,241000,84
UCbFwe3COkDrbNsbMyGNCsDg,A.I.Games,Kizuna AI,Kizuna Ai Inc.,,1540000,885
UCBIR44irWpj1eTx0ZQFofHg,古守ちゆ /komori chiyu,Komori Chiyu,Chukorara,,11900,136
UCBJFtEEDnCpz8koPH-nLWUA,くるみ!,Kurumi,Independents,,61300,74
UCBKxF1PHQtT78ypcVYmBtBA,二和餅あんこ,Fuwamochi Anko,ViViD,,9000,237
UCBQd84IW8OvM8H5jftHdvmw,神城くれあ/Kurea Channel,Kamishiro Kurea,Independents,,34000,794
UCBsrAA8Z_6Ot3my0vM8dlvg,upd8チャンネル,upd8,Independents,,7450,36
UCc5bWVuWyL74ngKNjm49hdw,yumesaki miaCh.夢咲ミア / プロプロ,Yumesaki Mia,ProPro,,56400,151
UCc5H1WmEARIj2R16mvut0ZA,Lyrica Ch. リリカ 永音,Lyrica,Independents,,69500,205
UCcD_EdnJcOjJMohDn435D3w,- Yuki Shirane -白音ゆきちゃんねる,Shirane Yuki,ReACT,,21800,352
UCckQQRZVF9x2GjroBjNIX_Q,比良坂芽衣 /Mei Hirasaka,Mei Hirasaka,Independents,,34800,178
UCDG8K9g6qo8gX4jCjsqUVzA,MonsterZ MATE,MonsterZ MATE,Independents,,140000,571
UCDl5qfjqZR5MLN1pogAgBog,Shirahari Uni ch. 白針うに,Shirahari Uni,Independents,,105000,32
UCdsHTs3OOKj_ANMKnmbUASw,Lemuel Ragna X',Nero X' Fire,X enc'ount,,1600,34
UCdYR5Oyz8Q4g0ZmB4PkTD7g,Uto Ch. 天使うと,Amatsuka Uto,Independents,,492000,87
UCE0KFKU_O2FkHljyayB7kXw,七海なる / Nanami Naru,Nanami Naru,V Dimension.Creators,,1970,163
UCE5rWcDxLPaaUFWOxzJFfNg,塩天使ちゃんねる,Shiotenshi Rieru,Independents,,14000,167
UCE7gtjLeZKNXLp5YURzYYeg,春猿火 -Harusaruhi-,Harusaruhi,KAMITSUBAKI,,121000,44
UCeAfiVvEuyICYJW-f3GnQjQ,ケリン,Kerin,Independents,,167000,92
UCEYU-OEI9FnbeC5hna_cbhw,高倉むきASMR―Muki Takakura―,Takakura Muki,Independents,,191000,64
UCeZsdcN25H3YmjXAKARorQA,Chai,Chaikitsu,Atelier Live,,21100,56
UCf6J4I7NwMXtuIU8YZKAjCA,Kohaku Ch / 唯牙コハク,Yuiga Kohaku,ReACT,,11000,21
UCFahBR2wixu0xOex84bXFvg,Annin Miru Channel,Annin Miru,Independents,,322000,231
UCfBkUgaJ6eqYA9_TX2cmq9A,理芽,RIM,KAMITSUBAKI,,157000,68
UCFEd5V7VcxBPPcuMGpmvkQA,TobaRana Ch. 鳥羽樂奈,TobaRana,Independents,,51500,239
UCfeznQrLe9URem6xJmWQVlw,Mama Ch. 倉持京子,Kuramochi Kyoko,Hoshimeguri Gakuen,,110000,203
UCFG6teapZaN6J1oVXl7MYPA,大代真白/あおぎり高校美術部,Oshiro Mashiro,Aogiri Highschool,,35500,72
UCfiK42sBHraMBK6eNWtsy7A,Mari Channelかしこまり,Kashiko Mari,Independents,,121000,504
UCfiSo8tO3WPU-8YOgr4Ba6g,V.W.P -Virtual Witch Phenomenon-,V.W.P. Official,KAMITSUBAKI,,29300,2
UCfIZ5P7BcgIyLpfOj66DwtA,Chiika Ch. 山根ちいか,Yamane Chiika,Atelier Live,,5990,24
UCflNPJUJ4VQh1hGDNK7bsFg,猫芒ベル-Bell Nekonogi,Nekonogi Bell,ViViD,,18200,910
UCf-PcSHzYAtfcoiBr5C9DZA,長瀬有花 / YUKA NAGASE,Yuka Nagase,Riot Music,,20400,34
UCFrH3bfn7gDeV29wrHHM80g,射貫まといちゃんねる,Inuki Matoi,ReACT,,48500,471
UCftJR3Qm0LyEuEQue1QYytA,Natsume Ch. / 紙代なつめ,Kamishiro Natsume,Independents,,61700,427
UCF_U2GCKHvDz52jWdizppIA,空澄セナ -Asumi Sena-,Asumi Sena,VSpo,,26600,237
UCfuz6xYbYFGsWWBi3SpJI1w,鹿乃 まほろ / Mahoro Kano,Kano,Independents,,112000,6
UCFv2z4iM5vHrS8bZPq4fHQQ,HIMEHINA Channel,HIMEHINA Channel,Independents,,653000,354
UCfwAKc_vwVTzTcm1wki8oHg,みはみなちゃんねる -Miharu & Minami- 【AsobiLive所属】,Shimada Miharu,Marbl_s,,1150,223
UC_fYA9QRK-aJnFTgvR_4zug,Nanahira,Nanahira,Independents,,111000,90
UCg8TPE5nLLOqlNnBivmQwww,Japanese HANJO! TV,Kimino Miya,Independents,,242000,380
UCGFD_8TRHhlpjfqGhLUSk4g,ico通夜の黄泉巡りch,Icotsu,Independents,,15400,11
UCghSSXNbZRmPAv3UaS8g21A,夏梅ウルタ:Ulta channel,Natsume Ulta,Independents,,8050,48
UCGH_ty6YBy2Q9KWtiRYm2IQ,RIOT MUSIC,Riot Music Official,Riot Music,,3150,2
UCgttI8QfdWhvd3SRtCYcJzw,koinoya maiCh.恋乃夜まい / プロプロ,Koinoya Mai,ProPro,,151000,41
UCgTzsBI0DIRopMylJEDqnog,小雀とと / Toto Kogara,Toto Kogara,VSpo,,23100,371
UCguTLlIfEP-1KzkogRUcAKw,klaeia,Kuri,Atelier Live,,1690,21
UCGWa1dMU_sDCaRQjdabsVgg,如月れん -Ren kisaragi-,Ren Kisaragi,VSpo,,25000,129
UCH1B9AR8sfWJVf9zcu9rbGg,ココツキ CocoTsuki Project,Coco Tsuki,Independents,,75400,95
UCHccxX2p_9DB_HPnXSb2omw,春日部つくし,Kasukabe Tsukushi,Independents,,37800,75
UCheqzZj54e5y_5HEtwG7FSA,アクロー,Oruka,V Dimension.Creators,,812,206
UChgPVLjqugDQpRLWvC7zzig,ironmouse,Ironmouse,VShojo,,396000,83
UC-HKrHYwUV1hX6SEn22Su7Q,amaki channel/竜田 天姫,Tatsuta Amaki,ViViD,,,1
UChLfthKoUV502J7gU9STArg,渋谷ハル,Shibuya HAL,Independents,,505000,1379
UChrTMfNcD1eN2ENGWBD7lUQ,Uruca ch /うるか,Uruca,Independents,,92700,176
UCHw7uZcEFhbUKyHyz9gOG6A,Io Ch. 九頭龍いお,Io,Atelier Live,,5080,69
UCHz3PeU1RRcY9vJDSqsigIA,Liliana Vampaia Channel 吸血鬼 リリアナ,Liliana Vampaia,Independents,,56000,139
UCiBXVFuA-IPRrmb9r5cTT2w,LOLO Ch. ロロのお部屋,LOLO,Independents,,55400,106
UCIcAj6WkJ8vZ7DeJVgmeqKw,胡桃のあ,Kurumi Noah,VSpo,,140000,334
UCIClNlvEUvEqLe_rs_i8h_w,sakura isumiCh.朔桜 衣澄 / プロプロ,Sakura Isumi,ProPro,,12100,140
UCIdEIHpS0TdkqRkHL5OkLtA,さなちゃんねる,Natori Sana,Independents,,243000,232
UCigpSsgPbdCxXtbfGksFIYQ,花笠イリヤ-Hanagasa Ilya,Hanagasa Iria,Independents,,9820,114
UCil-nSDmDTgV9n4jjb95znw,錦山夢鷹,Nishikiyama Mutaka,Independents,,2380,343
UCiMG6VdScBabPhJ1ZtaVmbw,なずちゃんねる-Nazuna Channel,Nazuna Kaga,VSpo,,76000,658
UCIu-aUArYq_H84dBpCAokMA,白雪レイドーReid Channelー,Shirayuki Reid,Independents,,107000,959
UCIwHOJn_3QjBTwQ_gNj7WRA,萌実ちゃんねる。,Moemi,Eilene Family,,14100,33
UCixf-9nmnPzTGeJTdW6TS-Q,Alice ch. / 夢宮ありす,Alice Yumemiya,Masquerade,,48400,82
UCIzspiyqiPDtfND-3MlQ41A,lovepie ch. / 常夏あいみ,Aimi Tokonatsu,Masquerade,,37400,72
UCj6ZvZqDJsrwBal-5R_q1ZQ,冬守しずく / Fuyumori Shizuku,Shizuku Fuyumori,Iridori,,4430,69
UCJA_J8CpKRT78Sr1bylS1vA,BΣretta Crossrain channel,BΣretta X' Rain,X enc'ount,,12100,87
UCj_dHWD0o2k_Ef4lwcXd0Iw,副学園長星めぐり学園,Fukugaku Encho,Hoshimeguri Gakuen,,40300,137
UCji4kFR4n5TnEpqga0SHxlQ,七瀬すばる,Nanase Subaru,Independents,,11900,104
UCj_KuUzpOXAliYEesJwdrbw,伊東ライフ,Ito Life,Independents,,147000,249
UCJQMHCFjVZOVRYafR6gY04Q,宇佐美ユノみんチャンネル,Usami Yuno,ReACT,,11900,254
UCjtEttSHpJacfd7a6fc4VXQ,バーチャルゴリラGAMES,Virtual Gorilla Games,Independents,,95100,489
UCju7v8SkoWUQ5ITCQwmYpYg,メリーミルクの森,Merry Milk,.LIVE,,73200,92
UCjXBuHmWkieBApgBhDuJMMQ,八雲べに,Yakumo Beni,VSpo,,45500,43
UCKDHdDpoE9lurDuyAGAuNnw,バーチャルねこ,Virtual Neko,Independents,,21300,423
UC_kJ27jGTWYniW-Xy3Ms5Cw,Hikari CH.ネ申乃ひかり,Kamino Hikari,Hoshimeguri Gakuen,,18200,152
UCK-J76mePKSWV4Sl6zV1Eiw,Chiem Ch.チエムチャンネル,Chiem,Independents,,817,74
UCkkdEmzZHMp9xqs_F7v1EQQ,楠木さらら,Kusunoki Sarara,Marbl_s,,7050,474
UCkPIfBOLoO0hVPG-tI2YeGg,Tomari Mari channel / 兎鞠まりちゃんねる,Tomari Mari,Independents,,184000,706
UCKwATdrcjyzNv9c56PqJbWA,勇凪エレナ / Elena Yunagi,Yunagi Elena,ViViD,,15000,675
UCL-2thbJ7grC9fmGF4OLuTg,CAMOMI Camomi Channel 【鴨見カモミ】,Camomi Camomi,Independents,,72500,384
UCl-3q6t6zdZwgIsFZELb7Zg,しらゆりヘブンちゃんねる,Shirayuri Lily,ViViD,,111000,1363
UCL4UZHX-26xAtVT4Jys5A1Q,Rena Ch. 白鳥怜奈 : VOICE-ORE / ぼいそーれ,Shiratori Rena,VOICE-ORE,,21900,18
UClf0kZBKcBVKVOAjGEGbQ-A,ましろちゃんねる。-Mashiro Channel-,Mashiro,Independents,,20800,117
UCLhUvJ_wO9hOvv_yYENu4fQ,Siro Channel,Dennou Shojo Shiro,.LIVE,,691000,1175
UCLOnKw76ypBM5PeYr4OdkJQ,Sakura CH.餅々さくら,Mochi Sakura,Hoshimeguri Gakuen,,5710,73
UCLQIMDHNE0ZGAiHIdMbq7dw,Yoruno Neon Project,Yoruno Neon,Independents,,22200,118
UClqZm49qdCGaV96s2ZN9--Q,凪原涼菜 / SUZUNA NAGIHARA,Suzuna Nagihara,Riot Music,,85000,38
UClV7gDF9sUzu4jJCK7rCYkQ,泡沫メモリ / Utakata Memory,Utakata Memory,ViViD,,14600,463
UClxrt4pRmaqQnSlDii3EJBQ,ちむぎ / Chimugi,Chimugi,Independents,,8060,419
UCm8Dj7dQ0oRHXNUXF31kjEw,Silvervale,Silvervale,VShojo,,155000,158
UCMAc88lqzqGV0uxgw9JDj0w,琴乃葉 雪乃。,Kotonoha Yukino,Independents,,26700,873
