channelId,name,name.en,affiliation,group,subscriptionCount,videoCount
UCmaDYcJHNFrZ5Owuz-KM-Jw,輝海まりなKagami Marina,Kagami Marina,Independents,,33200,91
UCMIdnCqg2aqUS2V3ByzoBcg,Hina ch. 栗諏ひな,Chris Hina,Unreal Night Girls,,22600,32
UCMMnAFarbXqv6SEImoANlAQ,umituki yuruCh.海月ゆる / プロプロ,Umituki Yuru,ProPro,,12000,104
UCMp55EbT_ZlqiMS3lCj01BQ,神成きゅぴ / Kaminari Qpi,Kaminari Qpi,VSpo,,79500,149
UCmssHxtaJAxIvje7LTHoKiw,黒音よみ【活動終了】,Kurone Yomi,ReACT,,24800,13
UCMxKcUjeTEcgHmC9Zzn3R4w,しくじり性教育の由宇霧ちゃんねる,Yuugiri,Independents,,209000,306
UCMYtONm441rBogWK_xPH9HA,Mirai Akari Project,Mirai Akari Project,Independents,,710000,379
UCMzxQ58QL4NNbWghGymtHvw,カルロ・ピノ,Carro Pino,.LIVE,,84100,410
UCn1coImC6NMDYCQfH_ILzXw,Kana Ch. 神狐かな,Kamiko Kana,Independents,,127000,210
UCn3HVGEh-uMStdkcSL6g7TA,CateNa Channel / カテナ・ヴィオレッタ,Catena Violetta,ViViD,,551,119
UCNjTjd2-PMC8Oo_-dCEss7A,おめがシスターズ [Ω Sisters],Omega Sisters,Independents,,273000,614
UCnqDxEcVsvt7WpDy0px1HgA,おだのぶVtuber,おだのぶVtuber,Independents,,32200,257
UCNV41fU_c4IvhrwHhGKSWLA,パカエル / Pakael,Pakael,Independents,,75600,262
UCnvVG9RbOW3J6Ifqo-zKLiw,兎咲ミミ / Tosaki Mimi,Tosaki Mimi,VSpo,,19000,243
UCNwo7eikmX5HPs7NedWVBgw,響木アオ-HibikiAo-,Hibiki Ao,Independents,,66300,425
UCnZUaScptUZ7vBeV-4Vf4nw,ひまりチャンネル HIMARI channel,Mochiduki Himari,Yuni Create,,170000,190
UCo54dcvExskwhUZQ8KbidhQ,枕ちお / CHIO Ch.,Makura Chio,Unreal Night Girls,,27100,242
UCO5Jvsc_sKuZi3MhnJxrlzQ,Nyanners,Nyatasha Nyanners,VShojo,,1220000,188
UCo5pboqAxtr5gOFSDBGD09w,kaduki mikuruCh.華月みくる / プロプロ,Kaduki Mikuru,ProPro,,21200,165
UCODNLyn3L83wEmC0DLL0cxA,朝ノ姉妹ぷろじぇくと,Asano Ninja Sisters,Independents,,152000,1031
UCoFEbNyIRUS26-hf2AucwFw,猫乃ユキノ／NekonoYukino,Nekono Yukino,ReACT,,10400,21
UCOfuarJ9_C5OAD0mGS7KCyg,Amanohoshi chiroruCh.甘ノ星ちろる / プロプロ,Amanohoshi Chiroru,ProPro,,18900,109
UCO-FZDAG0mOvgu6jmGg1tiA,Mikado Ch. 帝,Mikado,Hoshimeguri Gakuen,,104000,144
UCOobfYvyNQqWHBpEaMnXr7w,Mochatan ch. / 萌々嫁もか,Mocha Momoka,Masquerade,,120000,139
UCOozmdnOhOrk3mojTazi-TQ,Nanana Ch. 風紙七鳴,Fumigami Nanana,Hoshimeguri Gakuen,,127000,147
UCORH-VrhMk_S24HzI0jSQEA,天居ひかる,Amaori Hikaru,Independents,,2570,97
UCOrjRyXJpMzfQFLWuWzGwlg,芦枝レンリ:LENRI channel,Ashieda Lenri,Independents,,17900,313
UCoupL81t75_Z4XRKzOSHLbg,ちょこ,Choko,Independents,,4220,34
UCP3pDau1JBOukp4AjyFCgHQ,Elle ch. /帽子屋える,Elle Boushiya,Masquerade,,33300,139
UCp77Qho-YHhnklRr-DkjiOw,Laki Station ラキステーション,Nijikawa Laki,Independents,,49600,197
UCP9ZgeIJ3Ri9En69R0kJc9Q,花京院ちえり,Kakyouin Chieri,.LIVE,,100000,700
UCpBCiBjOoZanFhj-49LgcDg,碧那アイル -AilChannel-,Hekina Airu,ReACT,,4570,142
UCPcsJUA8PhOy3c4y1Q1eu3g,ikoi momoaCh.憩居ももあ / プロプロ,Ikoi Momoa,ProPro,,5290,2
UCPdKdMpXlmwcGdfiUTNusfg,hanakumo rinCh.花雲 りん / プロプロ,Hanakumo Rin,ProPro,,20700,35
UCPeF0V8dzSUYHwgLjvC86PQ,陽夏のの/HinatsuNono,Hinatsu Nono,Independents,,11300,151
UCPf-EnX70UM7jqjKwhDmS8g,Magrona channel / まぐろなちゃんねる,Mao Magurona,Independents,,86700,592
UCpHIwGHq_3OfX42cyfyJp-A,KANADE MiMi ch.,KANADE MiMi ch.,Independents,,19300,208
UCPkhI1WcLilaKu44B5p0jZg,夏恋ひまわり,Kawashima Himawari,Independents,,62200,42
UCPLeqi7rIqS9uY4_TrSUOMg,あおぎり高校/Vtuber High School,Aogiri Highschool,Aogiri Highschool,,149000,162
UCpLvJ42sm-edPGF8pKJonOQ,服巻有香 / Fukumaki Yuka,Fukumaki Yuka,Iridori,,4210,66
UCpNu3ngL8XHyQ0-T5I8dB2g,sakuya azusaCh.咲夜あずさ / プロプロ,Sakuya Azusa,ProPro,,5860,12
UCpPuEfqwYbpn7e2jWdQeWew,水瓶ミア/ミアちゃんねる,Mizugame Mia,ReACT,,24200,221
UCPZgBtMYoFKypEG2SCvBN9A,芦澤サキ / SAKI ASHIZAWA,Saki Ashizawa,Riot Music,,172000,62
UCQ1U65-CQdIoZ2_NA4Z4F7A,花譜,KAF,KAMITSUBAKI,,521000,161
UCQ7KYc1-IMQ8_Uz7XTE5DWw,緋赤エリオhiseki_erio channel,Hiseki Erio,Chukorara,,15300,118
UCqaCCTxZho-MUJlT3c9UyfA,比乃須るり,Pinosu Ruri,ViViD,,96,0
UCQgi2mK2f9l0Dky2-YhVTYQ,Kogane Ch. 日向こがね : VOICE-ORE / ぼいそーれ,Himukai Kogane,VOICE-ORE,,18600,23
UCqhhWjpw23dWhJ5rRwCCrMA,Aisha Channel,Aisha Channel,Independents,,306000,335
UCqo0CAZ46l6ic3A_LfhEgHg,アイリス・ヴェール【IRIS CHANNEL】,Iris Ayame,V Dimension.Creators,,4200,151
UCr9p1ZjLKgfaoqNorY7PiWQ,ayamy あやみちゃんねる,Ayamy,Independents,,35600,167
UCReYPHLeFKv-0wYgX6F2Zhw,出雲めぐるちゃんねる,Izumo Meguru,ReACT,,6520,113
UCRfz2yOn8C7Jg5zq4Xi67-Q,HimeHajime,Hime Hajime,VShojo,,68400,9
UCRXBTd80F5IIWWY4HatJ5Ug,花園セレナ,Hanazono Serena,Independents,,23900,282
UCsA8nM8e5--IdeRaxZwTWHg,ゆにチャンネル UNI Channel,Akatsuki Yuni,Yuni Create,,133000,239
UCsBFeCb82qOXyUP19nmD9xw,Veibae,Veibae,Independents,,229000,35
UCSFaf99eT5T4wNN1O2Z3NZg,れいきら!,Rei Kira,Independents,,129000,91
UCSgheR9xOIcQjlkeXqIofLQ,DeepWebUnderground / DWU,DeepWebUnderground / DWU,Independents,,103000,123
UCSH4t_nhsNIoxPza4ooYqaA,Healthy Ch. / 花守へるし,Hanamori Healthy,Independents,,37800,271
UCsHILl-8i1H9316RPeTEcfQ,御園結唯 / Misono Yui,Misono Yui,Iridori,,2740,68
UCsiKFVHkQSMlSe0vaCG0anw,MaiR Official YouTube,MaiR,Independents,,129000,288
UCs-lYkwb-NYKE9_ssTRDK3Q,ねくろちゃん -Yamaguro Nekuro- /あおぎり高校,Yamaguro Nekuro,Aogiri Highschool,,49000,27
UCsVUXbx_h0YEvfH41Zwa_5w,雪丸玖/玖号室,Yukimaru Sen,Independents,,13900,117
UCt0F29rrrkOU5Vu2gyYgrBA,Yukari Ch / 皇噛ユカリ【METEO】,Kogami Yukari,ReACT,,27400,24
UCt30jJgChL8qeT9VPadidSw,しぐれうい,Shigure Ui,Independents,,493000,108
UCt7_srJeiw55kTcK7M9ID6g,たまこ。Ch./あおぎり高校,Otodama Tamako,Aogiri Highschool,,132000,140
UCtCXaX0zEvYSgdkp-Po24TQ,まほろチャンネル,Nijino Mahoro,Independents,,11600,84
UCTEZGNJDqv-isWSPRsEhnRA,Marumochi Tsukimi / 丸餅つきみ,Marumochi Tsukimi,ReACT,,8540,304
UCtjQoCilYbnxUXquXcVU3uA,ばんちゃんねる,Bando,Marbl_s,,3180,664
UCtNeQ8cUwvAAhBbVbwfGWpg,Apricot the Lich,Froot,VShojo,,110000,25
UCUKngXhjnKJ6KCyuC7ejI_w,紫桃あのん【Crazy Cooking Devil Anon Shito】,Shito Anon,Chukorara,,9220,216
UCupCAZz1l52vV8m-dvaoBVQ,Overidea公式/オーバーライディア,Mia Runis,Independents,,28900,83
UCupxrBQzU803Gzm05ECJffw,Mizuki Ch. 蒼井美月 : VOICE-ORE / ぼいそーれ,Mizuki Aoi,VOICE-ORE,,7800,19
UCurEA8YoqFwimJcAuSHU0MQ,英リサ.Hanabusa Lisa,Hanabusa Lisa,VSpo,,44300,195
UCUZ5AlC3rTlM-rA2cj5RP6w,神楽すず,Kagura Suzu,.LIVE,,87500,692
UCv2byPgvl60Mh1vQBnXuksA,ころね ぽち -Pochi korone-,Korone Pochi,Independents,,33700,100
UCV2m2UifDGr3ebjSnDv5rUA,小東ひとな / Hitona Kohigashi,Kohigashi Hitona,Independents,,33700,234
UCv6rts7X60zoL__5JPwdPGA,那加みわお,Miwao,Marbl_s,,1650,279
UCvA3f2VI7BDQtTc5FTqjyRg,七星 ルナ,Nanase Luna,V Dimension.Creators,,503,59
UCvEX2UICvFAa_T6pqizC20g,乙女おと / Otome Oto,Otome Oto,Independents,,40500,487
UCVLsPBwDtv7n7FZLiOsvhSQ,Zentreya,Zentraya,VShojo,,162000,79
UC_-vS9T3_X52HWMhIBsHouw,Anya Ch. アニャパンダリア,Anya Pandaria,Atelier Live,,5770,61
UCvU0iyfiz9zzXSlfzTbbR5w,Ruri Ch. / 紫乃宮るり,Shinomiya Ruri,ViViD,,480,120
UCvUc0m317LWTTPZoBQV479A,橘ひなの / Hinano Tachibana,Hinano Tachibana,VSpo,,94700,261
UCw8bMzcXgX4SAQPraOJIVgA,おうまゆうOumaYuu,Ouma Yuu,Independents,,14400,306
UCWCc8tO-uUl_7SJXIKJACMw,神楽めあ / KaguraMea,Kagura Mea,Independents,,271000,253
UCWImOidHDmm0KK20bkF-rSQ,Artemis of the Blue Ch.,Artemis of the Blue,Atelier Live,,225000,92
UCw-jEa3_788VkvM2zHzrDnw,Tenten Ch. / 鳳玲天々,Hourei Tenten,Independents,,89000,514
UCwXOUuxUxCJ1yD0JfogUvMg,ユキミお姉ちゃんねる-Yukimi,Anezaki Yukimi,Independents,,40100,1158
UCwY13RnqWK4FNFeHGrK96Gw,絵都えとら-EtoEtora-,Eto Etora,V Dimension.Creators,,659,89
UCX2Sm8SGWTUOyCizgrzadXA,綺羅星ウタ/ウタちゃんねる,Kirahoshi Uta,ReACT,,27500,155
UCX3kDHyJjblueix0gAQ6aJA,Yachi CH.氷置八茅,Hioki Yachi,Hoshimeguri Gakuen,,62000,90
UCx45gypxj0fME6zxsLKsNow,焔機パイロ【ほむらぎパイロ】,Homuragi Pairo,ViViD,,3730,235
UCX7WYPXASkYUm2GyomLllIg,Moscowmule Station,Moscow Mule,Independents,,9390,74
UCxBmyZNQDFJVr9-ZE7hAYfA,Nano ch. / 天使なの,Tenshi Nano,Masquerade,,207000,106
UCxEyuO_ilEJ9P5BIbhASIew,Yaxie of the Bay Ch.,Yaxie of the Bay Ch.,Independents,,23100,106
UCxI2sKOL2JPX0SQwwKZFafQ,まめこ,Mameko,Independents,,1890,59
UCxJ9SJLG7dA00M7VoEe4ltw,天川はの/AmakawaHano,Amakawa Hano,ReACT,,68700,463
UCxmbiuI6Gyyln9Ec7uZ-8wQ,RANKA GAMES,Kosumi Ranka,V Dimension.Creators,,4020,38
UCxn-IeA9DCFxUthBk6rYdQQ,MiCosmiC baby /ミコズミック ベイビー,MiCosmiC Baby,Independents,,29300,84
UCXtQTtPJedfjqEPysorbsMg,久檻夜くぅ / Qualia Qu Ch.,Qualia Qu,ReACT,,98500,273
UCXzcu59Cbu-hkpNNXnNiKDg,マスター TV,Fukuya Master,Independents,,103000,418
UCY1qEwgCUFAS0mBnHixfPUg,白布ひとめvt,Hitome Hakuhu,ViViD,,65,22
UCy5lOmEQoivK5XK7QCaRKug,ヨメミ -萌実- エトラ チャンネル,Yomemi,Eilene Family,,497000,255
UCyb-cllCkMREr9de-hoiDrg,ヤマト イオリ,Yamato Iori,.LIVE,,90500,292
UCyIcOCH-VWaRKH9IkR8hz7Q,花丸はれる / Hareru Hanamaru,Hanamaru Hareru,Independents,,46100,147
UCyLGcqYs7RsBb3L0SJfzGYA,花芽すみれ,Sumire Kaga,VSpo,,160000,287
UCYm8zALd2uHqyy6C1tb4_zA,loveちゃんねる,Love-chan,Kizuna Ai Inc.,,61300,226
UCyO7wyh07pYJaZk51OV75bA,【SUB】96NEKO-CHANNEL,Kuroki Natsume,Independents,,280000,233
UCYOjhswZ0y5KYoLdMNR5QvQ,Nemea CH.伊織ねめあ,Iori Nemea,Hoshimeguri Gakuen,,4080,36
UCyTw66xE5YkeTL2YduA69QQ,みみみch / 湊音みなみ,Minato Minami,ReACT,,8120,352
UCyZZMKRn-mUEkPzaqa9b6bg,KITSUNEKON,KON,Independents,,21500,553
UCZ1WJDkMNiZ_QwHnNrVf7Pw,もちひよこ,Mochi Hiyoko,Independents,,74600,344
UCz6Gi81kE6p5cdW1rT0ixqw,もこめめ*channel,Mokota Mememe,.LIVE,,156000,349
UCz6vnIbgiqFT9xUcD6Bp65Q,ChroNoiR,ChroNoiR,Independents,,296000,35
UC-Z8ZmHmvv_5tinNQSDw0xg,Rosuuri,Rosuuri,Atelier Live,,14800,29
UCZk6mxfTpjuuxgqxuFBJO_g,えんかず【物理エンジン検証】,Engine Kazumi,Independents,,,1
UCzKkwB84Y0ql0EvyOWRSkEw,Nabi Ch. 蒼彩なび,Aoi Nabi,Independents,,228000,13
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,29100,27
UCZYyhgoV314CM14zBD6vd4A,バーチャル債務者youtuber天開司,Tenkai Tsukasa,Independents,,229000,1147
